attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,target
9,1,3762,359,253,2.6,3.8,600348,115966,0,0,0,0,0,0.2,0.2,150.6,229.4,3.6,2506,1646629,86
19,27,1400,40,35,0.2,0.2,24161,20345,1,1.8,1.4,0,0,1.6,2.6,15.6,30.4,1,182,1014530,95
1,1,1603,54,60,0.2,0.2,59769,30942,1.4,1.4,1.4,0,1,1,1,15.6,17.4,1,281,1751058,96
1,0,4489,288,216,0.2,0.2,22982,44999,1.8,2.6,2.6,0,0,6.4,7.8,15.6,41.2,2.5,297,1015237,89
0,0,201,9,15,0.2,0.2,2103,23567,0,0,0,0,0,1.2,1.4,15.6,17.2,1,592,1752840,96
2,0,419,34,57,1.8,1.8,51740,52923,8.6,8.8,8.8,0,0.4,1.6,1.8,155.8,137.2,1.6,248,1801502,87
1,1,1533,39,37,0.2,0.2,12691,25273,0,0,0,0,0,0,0,15.6,16.8,1.2,8243,1863248,98
7,0,1924,177,133,0.4,0.6,354623,68081,3,4.8,4.6,0,2.4,3,26.2,90.2,119.6,2,206,968166,90
37,55,956,81,40,0.4,0.8,296870,22289,0,0,0,0,0,4.2,4.4,33.8,75.4,1.5,1729,1009814,94
6,0,1795,215,122,1,1.2,174802,29322,2,3.4,3.4,0,4,5.2,8.8,79.8,135.6,1.7,215,1102888,91
51,61,2947,212,149,7.62,20.84,195892,59564,4.01,8.42,20.64,47.29,3.01,10.42,14.23,329.86,604.81,4.8,191,1089134,68
3,0,1036,117,28,2,2.8,231364,17195,0,0,0,0,0,0.6,0.6,151,202.8,1.4,1001,1762766,89
13,12,2859,459,215,0.6,2,652144,585464,0.6,0.6,0.6,0,1,5,5.4,28.6,89.4,3.2,220,1043795,91
2,1,2912,250,217,1,2.8,141678,400483,0.6,0.6,0.6,0,0.4,13.2,26,85.2,127.8,3,290,1375298,87
15,21,213,26,17,0.2,0.2,84647,4861,0,0,0,0,0,0,0,15.8,16.8,1,7385,1865600,97
85,42,1373,97,89,8,8.2,126563,110550,0,0,0,0,0,10.4,18.8,382.8,597.4,2.4,6206,1835318,79
18,25,495,69,47,2,2,75783,34467,0,0,0,0,0,2.4,4.2,162.8,165.2,1,635,1814986,84
1,1,218,29,27,0.2,0.2,17759,14246,0,0,0,0,0,0,0,15.6,16.8,1,8747,1835080,97
9,9,1547,83,55,0.2,0.2,7272,23709,0,0,0,0,0,0.8,0.8,15.4,69.8,1.5,986,1010408,94
14,5,2725,214,105,2.2,2.8,510378,275208,10.2,29,67.6,114.6,0.4,37.4,49.6,134.6,302.6,187,76,24,0
0,0,458,51,48,0.4,0.4,57722,8820,0,0,0,0,0,5.4,10,37.2,48.8,2,1834,1761584,91
2,0,1145,108,59,0.8,0.8,129287,17061,0.2,0.2,0.2,0,0.2,15.83,28.46,56.11,71.94,3.8,356,1058657,90
121,112,5068,438,338,4.6,1.6,287559,161177,0,0,0,0,0,16.8,39.6,220,376,3.8,4462,1335558,77
1,0,3294,271,172,1,2.6,569257,296604,4,5.6,5.6,0,2.4,17.6,20,90.8,222.6,1.6,369,1017470,85
3,1,595,75,39,2.4,2.4,226201,34972,0,0,0,0,0,1.8,2.79,207.39,245.31,1.8,11125,1868394,86
22,33,210,14,17,0.2,0.2,7026,7795,0,0,0,0,0,0,0,15.6,16.8,1,7537,1868896,97
2,0,1328,150,99,0.4,0.6,89429,107747,9.02,13.23,13.23,0,4.41,5.21,5.21,56.31,158.52,1.8,337,1062886,92
1,1,1408,188,131,0.6,0.4,321935,27929,0,0,0,0,0,6.59,11.98,34.13,47.9,3.6,480,1051839,92
3,1,1051,93,36,0.6,0.6,113167,102455,0,0,0,0,0,1.2,1.2,25.2,41.2,4.6,1965,1558918,96
13,10,2259,214,181,0.6,3,99277,40755,0,0,0,0,0,4.6,8.6,27.2,52,547,90,10,0
164,183,1909,174,153,0.6,1,48876,90840,4.8,16.8,61.2,132.8,0.4,29,55.8,99.2,130.8,1.3,165,1067525,86
3,0,1626,280,150,2.2,1,376237,112914,0,0,0,0,0,0.8,1.4,115.6,166,4.4,3235,1605074,91
869,12,3509,166,155,4.2,5,91358,144560,5.2,7.6,6.8,0,3,1.8,2.4,216.4,330.6,4,236,1513158,69
10,9,3305,179,161,0.8,1.2,23778,15635,0,0,0,0,0,6.2,6.4,65,96.4,2.4,1140,1458098,89
7,0,2864,429,343,7.39,2,514791,52432,0,0,0,0,0,0.2,0.2,355.29,515.17,2,7441,1859318,79
4,2,2005,146,106,0.4,0.4,238364,19838,1.6,1.6,1.6,0,3.01,2.4,2.4,31.46,55.51,1,209,1025621,93
1,0,1419,143,58,0.2,0.2,294580,5987,0,0,0,0,0,0,0,15.6,17,2.6,6227,1731128,95
6,0,4507,446,381,5,1.4,229819,58808,0,0,0,0,1,0,0,237.6,368.2,2.4,233,1710437,82
4,1,444,44,19,2.4,2.79,81225,19035,0,0,0,0,0,2,2.59,236.73,192.22,1,11399,1877732,88
73,98,3147,279,181,1.4,2.2,388256,56469,1.2,23.8,60.4,172.4,0.8,22,44,81.2,235,4,219,1393995,79
5,1,1139,116,125,3,1.8,93344,31653,0,0,0,0,0,0,0,165.2,224,1,7534,1869998,92
9,0,2548,166,102,2.2,4.6,102717,26704,3.8,4.2,4.2,0,1.6,1.6,1.8,71.8,142.4,3.8,178,1112818,88
1,1,182,13,14,0.4,0.4,1327,2502,0,0,0,0,0,0,0,25.55,38.92,2,9849,1866323,97
8,1,1652,93,90,1.8,3.2,16587,70546,0,0,0,0,0,0.2,0.2,140.2,150,2.8,4961,1671862,91
7,2,1628,212,170,3.99,1.2,122017,15907,0,0,0,0,0,0,0,198,281.64,1.8,8532,1862631,90
45,22,3780,202,128,5.2,6,118963,39750,0,0,0,0,0.2,12.2,20.4,330.8,541,2.7,795,982021,77
553,0,4259,189,136,2.4,2.6,376809,34697,12.8,154.8,523,1237,0,12.4,49.2,162,738.6,7,119,1319936,70
3,0,551,77,29,3,3.2,320678,10455,0,0,0,0,0,1.8,1.8,241.6,234.6,2.2,4822,1849413,89
6,2,194,14,22,0.2,0.2,7185,13113,0,0,0,0,0,0,0,16,17,1,7229,1864853,98
1,0,865,150,115,0.2,0.2,20990,87927,0,0,0,0,0,2.81,2.81,16.63,145.49,1,659,1064699,93
7,1,8197,1643,1360,5.59,3.39,1294310,1037226,5.79,11.18,17.76,20.36,1.6,4.59,5.79,278.84,535.13,2.2,206,1088327,60
16,15,1984,157,90,1.4,3.41,57962,43602,0,0,0,0,0,0.6,2.4,132.67,249.3,2.3,1121,1084952,89
33,3,3388,493,263,3.8,5.2,402655,354612,1.8,8.4,22.2,59.4,1,0.2,0.2,516.6,415.4,2,132,1119445,76
9,1,3007,418,378,7.4,2,458899,227474,0,0,0,0,0,12.8,25.2,344.4,503.2,2.2,6462,1845981,76
1,0,591,21,21,1.4,7.8,12275,45375,0,0,0,0,0,0.2,0.2,86.6,109.4,1.2,6969,1859427,95
22,30,239,24,32,0.2,0.2,16918,31674,0,0,0,0,0,0,0,20.6,16.8,1.6,2179,1776491,90
6,0,853,64,74,1.6,2.2,44658,60932,0,0,0,0,0,0.6,0.6,95.8,140.6,1,474,1062429,94
3,1,1414,129,96,0.8,1,29398,32450,0,0,0,0,0,0.8,6,76.4,90.4,1.5,1925,1098349,92
14,2,2325,171,119,1,1.8,257196,112717,0,0,0,0,0,1.8,3.2,57,91.6,2.6,1264,1548634,89
34,5,2424,109,142,6.4,19.8,40458,85259,3.8,4.2,9.4,9.6,1.6,8,15.8,202,402.8,207,80,18,1
13,2,2362,112,92,0.6,0.8,40671,13680,0,0,0,0,0,16.6,100.6,42.4,172.8,3.4,4983,1410806,91
0,0,697,38,26,0.2,0.2,14267,25939,0,0,0,0,0.2,0,0,15.6,19.8,1.2,2029,1763994,96
141,62,3383,364,233,0.8,2,464991,232759,3.6,3.6,7.6,12.2,5.6,17,19.6,47.2,99.6,1.7,353,1038570,86
0,0,138,8,11,0.2,0.2,452,8586,0,0,0,0,0,0.2,0.4,20.2,17.2,1.2,1909,1754184,98
48,61,1313,149,53,0.8,0.8,800155,47478,0,0,0,0,0,1.6,1.8,67.4,66.6,2.8,579,1513722,89
68,67,2285,296,164,3.4,4.4,105612,68966,0,0,0,0,0,5.2,5.6,243.2,459.4,2.6,1122,1540368,79
4,1,2123,352,198,0.4,0.6,22142,32892,4,5.6,14.4,13.8,0.8,2.2,2.4,34.2,59.8,1.4,252,1750914,93
1,1,202,18,36,0.2,0.2,13420,4559,0,0,0,0,0,0,0,15.6,17,1,7219,1847104,98
20,6,6709,335,318,2.39,1,85428,34037,0,0,0,0,0,7.77,8.37,143.82,201.99,2.6,2005,963321,81
8,2,1116,81,91,1.2,1.4,59686,95337,0,0,0,0,0.2,3.4,5.6,81,134,2.2,1714,1538925,93
15,13,918,119,100,1.8,2.2,55951,18908,0,0,0,0,0,1.2,1.4,114.8,195.6,1,1380,972787,92
11,7,1589,162,119,0.8,1,307837,255022,6.59,27.15,74.45,120.16,0,19.56,30.34,62.08,149.1,134,83,17,0
1,0,3744,397,383,0.2,0.2,73993,103869,0,0,0,0,0,2,3,20.4,30.4,3,1659,1708942,86
2,1,1194,222,89,0.8,1,195188,24373,1.6,2.81,2.2,0,6.41,1,1,68.74,102,1.7,286,1027902,94
35,0,4592,206,103,9.02,22.24,324995,28209,1,15.43,47.7,86.97,1.4,3.21,3.41,388.78,719.84,3.6,204,1088414,71
3,1,597,59,42,2.2,2.2,196705,159142,0,0,0,0,0,8.8,15.6,216.4,201.6,1.4,5263,1842539,87
0,0,1724,206,157,0.4,0.6,134961,336338,0,0,0,0,0,0.2,0.2,32.2,40,5.6,1883,1601197,90
10,7,1122,109,79,1.8,1.8,66512,38500,0,0,0,0,0,2.61,2.81,72.14,159.92,3.6,540,970956,92
2,0,411,60,67,0.4,0.4,69261,44301,0,0,0,0,0,0,0,33,42,2.2,856,1722466,97
2,1,471,26,39,0.4,0.4,9053,12211,0,0,0,0,0,0,0,33.47,36.27,2,6817,1864789,96
4,0,2107,142,86,0.8,3.8,35105,26504,1.2,2,10.2,14.8,0,1.4,4.6,43.8,67.2,3.2,161,1107042,90
2,1,5919,314,357,1.2,1.2,262742,668483,1.79,1.99,1.99,0,0.6,10.36,18.92,71.12,118.13,2,283,980139,76
1,1,247,28,35,0.2,0.2,10410,14684,0,0,0,0,0,0.6,1,15.6,16.8,1,5267,1858240,97
8,0,4171,556,512,8,2.2,410525,140796,0,0,0,0,0,0.4,0.4,382.6,562.8,3.4,454,1757598,70
17,25,1029,109,83,0.2,0.2,91929,20653,0.6,0.6,0.6,0,0.8,2,2,16.57,38.72,2,252,1012862,95
3,0,3295,196,165,1.4,2.4,92544,32340,7.4,17.2,50.8,153.2,0.6,47.4,79.8,109.4,295.2,3,168,1003514,76
75,102,5997,473,174,2,3.6,157803,63609,0,0,0,0,0,5,7.4,254.6,342.4,3.8,2087,1393750,77
1,0,1188,65,61,0.2,0.2,2635,18487,0.2,0.2,0.2,0,0,0.2,0.2,22.2,19.4,1,168,1064578,97
12,5,6127,434,401,6.6,5.2,239634,289980,5.8,29.4,63.8,115.4,1.6,20.4,21.2,382.2,595,3.8,249,1372461,67
3,1,654,35,22,1.2,2.2,99031,16033,0,0,0,0,0,0,0,91.38,129.26,1,8511,1869794,94
7,4,4185,179,120,0.6,0.8,272263,138962,0,0,0,0,0,8.8,8.8,56,85.6,3.6,573,1541683,87
24,20,3553,363,194,3.2,4.4,84523,47889,7.8,23.2,50,102,1.8,26.8,27.6,219.2,433.8,1.5,166,1102165,76
2,1,852,72,45,1.2,1.2,59243,101504,0,0,0,0,0,2.2,4.21,94.39,98.2,1,6750,1857629,93
1,0,5490,278,203,0.4,2,24054,18264,0,0,0,0,0,8.8,9,34.6,92.6,2.6,411,1447018,91
9,5,2164,82,169,0.6,2,60189,23390,0,0,0,0,0.4,15.6,15.6,51.4,101,403,91,9,0
0,0,2079,82,69,0.2,0.2,32768,35550,2.2,3.39,3.19,0,0,0.8,0.8,15.77,98.2,1,158,1013305,95
44,56,684,87,65,2,2,195824,38557,0,0,0,0,0,2.6,2.8,194.4,167.4,2.6,1122,1788957,82
14,3,2078,88,68,2.4,7.6,16209,70474,0,0,0,0,0,4.6,8.4,91.2,160.2,3.6,1780,1642589,91
3,0,1492,143,129,0.8,1,34802,41505,5.39,7.58,20.96,37.52,0,20.16,20.56,53.29,138.72,3.6,164,1027489,90
9,2,4860,476,164,0.4,0.8,794073,195570,0.2,0.4,0.2,0,0.2,25.15,43.11,22.55,223.95,2.4,2305,1002723,80
39,11,4305,447,291,6.79,7.58,187787,87124,0,0,0,0,0.4,40.12,43.71,366.27,725.15,1,843,1105766,69
2,1,1630,121,98,0.2,0.2,104391,31531,8.8,17.2,54.8,121,0,61.4,61.8,55,111.4,1,125,1089237,95
1,0,4945,429,241,0.6,1.4,93810,41867,2.6,4.2,4.2,0,0.2,6,7.6,49.8,120.4,1,173,1137552,85
71,102,3004,187,155,0.2,0.2,91873,70930,4.8,11.6,16.4,20.8,0.8,2.2,2.6,20.4,106.8,1,149,1013952,87
0,0,2450,110,98,0.2,0.2,221129,23126,1.4,2.6,2.6,0,0.8,0.4,0.6,15.8,19.6,2.6,156,1709690,94
34,49,481,46,40,0.4,1.8,4978,18275,1.4,1.6,1.2,0,0.6,0.2,0.2,20.84,36.47,1,243,1026964,96
0,0,189,12,15,0.4,1.2,435,6804,0,0,0,0,0,0,0,33.8,35.4,1,7918,1880896,98
15,1,6172,635,495,12.97,17.76,273452,68783,0,0,0,0,0.2,6.39,6.79,552.49,899.2,1.3,480,1093009,56
6,0,4876,443,331,5.2,1.6,473486,62373,2,2.6,2.4,0,1.8,6,10.6,253.6,405,2,226,1115813,78
7,6,1144,176,107,0.8,2.2,139134,20153,34.47,76.35,157.92,306.81,0.6,83.57,158.72,43.29,289.58,1.6,124,944686,84
14,0,4397,371,164,12.55,35.66,247839,21597,0.6,0.6,0.6,0,0.2,12.15,14.74,445.22,865.14,2.7,307,1074696,58
36,15,2306,208,225,4.2,14.6,307712,145811,5.4,18.8,47.6,72.8,2,6,10.8,283.2,387.2,6,200,1538973,82
17,15,1035,576,58,1.4,1.6,114839,46623,0,0,0,0,0,11.6,22.8,75.4,144,1.2,5848,1862774,93
4,4,222,35,31,0.2,0.2,3686,8226,0,0,0,0,0.6,0,0,11.58,13.97,1,427,1753803,97
0,0,1079,16,24,0.2,0.2,2253,6504,0,0,0,0,0,0,0,15.6,16.8,1,8306,1864912,97
21,33,744,77,22,0.2,0.2,254058,8938,0,0,0,0,0,0.2,0.4,15.6,17.4,1.6,1836,1752528,96
3,1,390,35,20,2.2,2.59,62164,23300,0,0,0,0,0,2.2,3.79,191.62,163.47,1.6,8891,1868560,90
25,7,3713,151,90,4.8,10,290336,81955,0,0,0,0,0,1.4,1.8,304.6,349.6,3.4,1431,1541880,78
37,4,3418,305,186,7.2,20.2,176489,65081,7.4,15.4,23.4,27.4,1.8,25.8,28.2,257.2,504.2,1,185,1093237,72
1,1,262,51,18,0,0,33784,8661,0,0,0,0,0,0,0,6.2,7.6,2,7393,1865390,98
198,38,4220,448,341,2.6,1.2,228047,193897,10,51.2,85,82,0.2,21.6,41,138.4,241.8,1.5,137,1017034,76
27,19,2989,268,204,3.61,10.02,448136,389807,0,0,0,0,0.2,20.24,25.85,173.55,393.39,1.8,577,1084218,78
35,47,4549,608,456,3.2,1,124709,48059,3.2,5.2,6.2,1.8,0.8,10.6,15,178.8,316.4,2.3,172,1100077,75
11,11,2391,518,234,0.2,0.2,665687,661896,0,0,0,0,0,0.4,0.4,20.8,44.8,1.4,443,1044834,92
0,0,1203,69,58,0.2,0.2,12567,47830,0.6,0.6,0.6,0,0,1.2,1.2,15.6,18,2,151,1718886,97
31,40,595,89,57,0.2,0.2,2336,11981,0,0,0,0,0,0,0,15.4,16.8,2,1187,1724094,97
222,217,5397,422,285,1,3.59,312033,283788,1.6,7.58,32.34,61.08,1,7.78,25.75,62.28,104.19,4,131,1326418,82
0,0,1911,97,75,0.2,0.2,110056,30130,0,0,0,0,0,1.8,3,13.4,17.2,2,4101,1776888,89
1,0,1925,88,96,0.2,0.2,3715,12124,0,0,0,0,0,0.4,0.4,13,16.8,2,1414,1725048,97
3,0,3303,766,592,1.2,0.6,101953,99842,2.8,4.6,4.4,0,0.2,4.6,5,58,110,2.4,897,1715861,84
0,0,556,47,36,0.2,0.2,1332,14788,0,0,0,0,0,0,0,15.8,17,3,1277,1712936,97
0,0,555,169,53,0.2,0.2,370181,201206,0,0,0,0,0,0,0,15.6,16.8,2.6,1326,1745715,98
15,12,2882,358,253,0.8,0.8,372240,271212,0,0,0,0,0.6,16.77,25.35,68.26,107.58,4.2,610,1334266,86
4,2,1153,76,157,0.4,1.8,147498,40987,0,0,0,0,7.2,2.6,4.8,194.6,69.8,579,92,8,0
1,0,1634,172,75,0.2,0.2,122879,14839,0,0,0,0,0,0.2,0.4,19.2,26.6,2.4,6077,1715483,96
0,0,280,15,22,0.4,0.4,16155,13745,0,0,0,0,0,0,0,40.6,50.6,1.4,7192,1874133,97
27,39,4342,477,324,0.4,0.6,105608,97979,0,0,0,0,0,11.38,11.38,57.09,185.63,2,1185,1082117,85
1,1,506,166,91,0.2,0.2,274362,218621,0,0,0,0,0,0,0,15.8,16.8,3,4182,1829272,88
61,77,2148,166,71,0.8,1.2,138152,32010,0.6,0.6,0.4,0,0.2,11.4,11.4,72,127,1,141,1081685,89
1,0,2164,166,167,0.6,2.4,249529,93523,0,0,0,0,0,0.4,0.4,50.4,61,1,2728,1051227,93
6,5,2622,97,100,0.8,0.8,4307,6878,1.8,3,2,0,0.2,0,0,65,61.6,2.4,370,1453632,94
17,1,1919,278,210,3.61,1.2,295943,60406,18.04,27.05,94.79,139.28,14.43,12.83,25.25,177.96,391.18,126,85,15,0
5,0,1189,113,70,0.2,0.2,151043,66978,22.6,48.6,74.4,113.6,3.4,50.2,56.8,16,86.6,1.6,130,1108072,89
3,3,1758,232,171,1.2,1.4,16809,56375,0,0,0,0,0.2,1,1,62.4,100.4,1,637,1120304,92
22,17,3865,453,359,4.6,3.2,758522,601207,0,0,0,0,0.4,4,4.2,255.2,353.2,1.3,687,1014354,79
19,29,2161,80,108,0.2,0.2,3948,12262,0,0,0,0,0,0.4,0.4,15.6,16.8,2.4,1361,1723224,94
2,0,1056,73,89,0.8,2.4,57689,41735,2,3.8,3.6,0,1.2,17.4,18,72.2,138.4,1.3,317,1059472,93
12,10,315,43,27,0.4,0.4,22934,10444,0,0,0,0,0,1.2,1.2,35.2,46.6,1.6,436,1744928,91
1,0,442,84,49,0.2,0.2,215389,4085,1.6,2.2,2.2,0,0.2,6.2,11.8,15.4,23.4,3.2,222,1704142,96
36,53,1730,158,151,1.2,4.01,31690,26367,0.8,0.8,0.8,0,0.2,15.23,17.43,62.32,131.46,1.2,323,1093624,90
48,59,1137,157,91,0.8,0.8,130417,123332,0,0,0,0,0,0.4,0.4,53.4,84.6,4.2,2524,1575485,93
8,5,1361,117,81,0.4,1.8,32845,44283,4.59,7.19,6.79,3.59,1.6,0.2,1.6,33.53,108.98,1.5,183,967026,92
6,5,1064,132,90,0.2,0.2,183030,27829,0,0,0,0,0,1.2,1.2,17.23,44.09,3.2,1490,969653,95
5,1,2433,194,142,1.4,1.4,346692,122775,0,0,0,0,0,2.4,4,111.4,167,1.5,875,1055194,81
1,0,534,72,56,0.2,0.2,1687,20954,0,0,0,0,0,0.2,0.2,20.6,17,3,1314,1713731,98
5,0,2406,331,97,0.6,2,968395,62250,0.6,11.8,28,66.4,0,7,34.6,47.2,123.8,1.4,240,1016227,90
4,1,4682,556,502,2,0.8,374054,397653,0,0,0,0,0.2,7.2,8,112.2,179.6,2.2,474,1096338,80
17,17,3042,424,166,0.8,0.8,638349,604780,3.39,5.79,5.79,0,0.4,11.18,11.38,59.08,127.35,1.7,229,1041536,88
2,1,206,32,14,0.2,0.2,197577,13197,0,0,0,0,0,0,0,16.2,18.2,1.2,7202,1874062,98
6,2,1965,103,93,2.2,2.4,24422,25113,0,0,0,0,0,6.6,10.8,258.4,332.8,1,2197,1047750,87
1,0,2596,211,195,0.2,0.2,299110,67609,8.2,14.4,12.6,0,0.8,1.2,2,16,23.2,2.8,266,1715549,90
10,5,2549,320,181,3.8,3.4,449917,64221,0,0,0,0,0,3.2,5.4,230,574.4,1,1005,1070168,78
0,0,226,31,34,0.2,0.2,21032,19301,0,0,0,0,0,0.8,1.4,15.8,17.2,1,6234,1857173,97
51,61,2882,256,155,2,2.2,286567,33091,3.4,4.2,4.2,0,2,8.4,9,166.6,271,1.5,371,1131234,85
1,0,3105,288,178,0.4,0.6,170480,49000,5.99,21.36,56.69,146.91,5.79,17.37,17.76,49.1,142.12,1.5,181,1014231,88
9,4,1632,313,151,1.8,2,1238191,53430,1.2,2.2,2.2,0,0.8,8.8,12.2,113.8,201.4,4,357,982474,88
36,49,1394,117,94,0.6,2,39790,23048,2.2,4,5.6,8.2,1.6,3,3,50.4,83.2,1,159,1098501,92
3,0,720,53,49,0.4,1,98131,24861,0,0,0,0,0,0,0,38.92,37.92,2.4,4785,1668936,96
9,7,1193,48,39,0.2,0.2,5602,23886,0,0,0,0,0,0,0,15.77,31.74,2.8,902,973503,95
37,47,2314,102,76,5.8,16.6,190684,35065,0,0,0,0,0,3.4,3.6,212.6,410,1.5,384,1082818,79
2,1,434,15,19,0.6,0.8,9043,11519,0,0,0,0,0,0,0,33.73,45.31,1,7206,1859744,96
0,0,1522,28,34,0.2,0.2,1936,4988,0,0,0,0,0,0,0,15.6,16.8,1,4518,1828232,98
1,1,1996,218,112,0.4,0.4,195971,60009,13.35,84.66,127.69,201.99,1.99,52.99,67.33,33.67,159.36,2,155,1095359,88
37,24,5147,558,444,10.4,7,399153,62552,5.2,13.2,46.6,87.6,3.6,6.2,7.6,613.4,974.6,2,405,1008416,61
17,16,4935,245,163,1,2,244446,85677,0,0,0,0,0.2,16.2,19.4,219.2,209.8,3.2,948,999619,82
1,1,792,46,36,0.2,0.2,8631,9915,0,0,0,0,0,0,0,15.8,16.8,1.2,7660,1871155,96
9,8,2967,221,147,0.2,0.2,185224,44145,11,30.4,67.6,161.4,0,29,48.6,18.4,105.8,144,79,21,0
19,17,3516,243,200,0.2,0.2,11558,30861,5.2,11.8,32,60.4,0.2,27,28.4,16,94.8,132,87,13,0
1,0,3159,461,232,1.8,1.4,318346,64616,5.59,20.76,56.89,165.27,0.4,35.13,56.69,78.24,167.86,2.2,145,1125303,80
2,1,1436,93,81,0.2,0.2,287757,47872,12,24.6,52,120,0,31.4,60.8,20.6,28.2,148,92,8,0
18,13,4475,699,425,4.2,1.2,557374,557281,0,0,0,0,0,6.2,8.8,207.4,373.2,1.5,567,1040643,74
2,1,1413,47,51,0.4,0.6,23046,23823,0,0,0,0,0,0,0,39.32,65.47,1.2,1181,1005154,96
3,1,802,52,65,1.2,3.2,56074,212985,0.6,4.2,0.8,0,0.8,0.2,0.4,66.4,94.8,1.2,6933,1852528,92
9,2,2128,113,84,1.59,1.99,16656,25126,0.6,0.6,19.28,25.84,0.8,2.78,3.38,68.79,116.5,3.5,128,1105893,90
1,1,630,104,65,0.2,0.2,224349,176457,33.8,59.6,89.8,105.4,13.4,36.4,58.2,16.2,59.4,2.6,133,1715848,84
16,23,5071,148,139,0.8,0.4,21392,36057,0,0,0,0,0,0,0,47.5,64.27,1.2,582,1737030,88
1,0,345,47,41,0.8,0.8,82998,18250,0,0,0,0,0,15.97,18.36,45.71,96.01,2.2,854,1764458,93
16,0,2876,692,186,0.8,2.2,482340,59018,11.6,43.2,149.6,246.4,0.2,68.8,111,113.4,221.4,2.4,157,1028288,80
15,9,841,148,104,1,0.8,156734,17341,3,4.2,4.2,0,0.2,7.4,10.4,61.4,225.8,316,91,9,0
22,13,2865,177,161,1.6,5,119291,193151,0,0,0,0,0,4.8,8,107,178.8,4,536,1642779,85
14,6,2795,232,144,3,3.8,103958,65649,12.4,17,15.2,0,3.2,5.4,5.4,142.4,229.6,1,171,993523,87
6,4,2218,222,166,1.4,2.6,243755,39063,10.6,33.6,65.2,151.2,1.8,34.6,37,83.2,194.2,1.5,201,1098210,85
1,0,3064,265,410,0.4,2,23293,50002,0,0,0,0,0,0,0,24.4,38.8,3,1765,1699619,91
0,0,458,63,15,0.4,0.4,107375,3819,0,0,0,0,0,7.78,15.57,33.73,74.25,1.6,7307,1861728,96
2,0,3971,696,630,2,1.8,490705,450985,1.6,3.2,3,0,0.8,1.6,2,101.4,177.8,2,317,1130125,83
6,2,2157,114,105,3.59,4.58,43925,64027,3.19,18.53,41.04,96.41,0.8,1.79,2.39,177.29,234.66,2.2,163,1508021,85
0,0,578,54,52,0.2,0.2,5599,11969,0,0,0,0,0,0.6,0.6,15,22,3,2422,1772094,92
3,2,831,162,110,0.2,0.2,13405,37243,0.8,1,1,0,0.4,0.8,0.8,15.6,57.2,1.5,147,1057486,95
1,1,513,300,72,0.2,0.2,523790,498160,0,0,0,0,0,0.2,0.2,15.6,16.8,2.6,5735,1834579,97
3,0,1817,163,152,2.8,0.8,67906,18789,0,0,0,0,0,0.4,0.4,129.4,186.8,2.2,2044,1719758,90
2,1,229,12,18,0.2,0.2,10387,47820,0,0,0,0,0,0,0,15.6,16.8,1.2,7337,1862256,96
15,23,309,47,70,0.2,0.2,4288,10154,0,0,0,0,0,0.6,0.8,17,21.4,2.4,1929,1769096,91
3,0,1073,141,132,2.99,1,82644,19928,0,0,0,0,0,0,0,150.3,230.34,2,8317,1860658,92
1,0,2999,158,102,0.6,0.6,19744,29690,0,0,0,0,0,0.6,1.2,35.2,68.8,1,2932,1011786,93
54,70,4607,209,193,7.39,6.59,37206,133384,10.38,23.35,56.29,97.6,1,14.17,18.36,273.85,528.54,3,155,987796,71
16,7,5260,356,340,2.2,7.8,30065,28222,0,0,0,0,0,0.4,0.4,163.4,185.8,2.6,2224,1551408,83
3,1,432,79,75,0.2,0.2,3966,18602,0,0,0,0,0,1.6,1.6,18.8,25.6,2.4,6355,1701950,93
58,73,1214,327,105,0.8,2.6,332602,24428,0,0,0,0,0.6,41,53.4,59.8,198.6,1,692,986238,91
17,2,4377,348,263,4,2.4,248105,159199,1.6,1.6,1.6,0,1,3.6,26.6,253,374.4,5,397,1070579,75
2,1,1803,238,58,0.8,2,544311,22882,0,0,0,0,0,0.2,0.2,61.2,259.2,2.6,6500,1823640,89
13,6,2449,197,177,0.6,0.4,278532,182715,0,0,0,0,2.8,1.8,2.2,45.8,61.8,4.6,474,1304518,94
67,90,1850,131,61,1.2,2.2,40316,23559,0,0,0,0,0,3.2,5.2,78.6,116.8,1.3,694,1020261,90
11,3,3062,260,303,0.4,0.2,157549,461744,0,0,0,0,0,2.4,2.6,18.2,53.4,2.2,506,1385634,87
3,2,1505,93,86,1.6,3.6,33117,58751,0,0,0,0,0.2,1.4,2.6,76.4,194.8,1,898,1132768,89
3,1,543,95,19,2.2,2.2,468258,28996,0,0,0,0,0,2.6,4.8,211.4,181.4,1.4,11462,1881400,88
1,0,467,96,94,0.2,0.2,230419,80550,0,0,0,0,0,0,0,15.6,23.6,2.8,2203,1731413,96
22,29,792,71,40,0.2,0.2,11629,55572,0,0,0,0,0,0,0,15.6,16.8,1.4,6796,1853318,96
52,70,1699,125,106,0.2,0.2,6046,26711,0,0,0,0,0,0,0,19.6,33.6,1.8,536,977066,95
1,0,269,38,20,0.2,0.2,200152,10044,0,0,0,0,0,0,0,16.77,16.97,2.2,8117,1860287,97
24,0,6552,523,336,9.4,16.2,1159856,57651,1.8,20.8,105.4,241.8,7.2,38,57,361.2,855,3.2,281,1092915,58
